Year,Month,Season,Vehicle_Type,Region,City,Latitude,Longitude,Sales,Price,Advertising_Expenditure,Unemployment_Rate,GDP,Recession,Revenue
2023,10,Fall,SUV,North,Chicago,41.8781,-87.6298,157.88,34.35,59.28,4.48,82.06,0,5422.98
2019,2,Winter,SUV,South,Miami,25.7617,-80.1918,551.1393125204482,35.56,33.66,5.0,78.11,0,5361.02
2023,12,Winter,Sedan,North,New York,40.7128,-74.006,101.87,26.69,24.33,5.66,84.45,0,2719.03
2020,11,Fall,Hatchback,South,Atlanta,33.749,-84.388,57.46,16.85,42.81,7.38,69.36,1,968.47
2015,10,Fall,Coupe,Central,Kansas City,39.0997,-94.5786,104.61,23.19,57.74,5.59,70.98,0,2425.58
2017,10,Fall,Hybrid,West,Phoenix,33.4484,-112.074,164.81,30.38,48.18,3.45,69.19,0,5006.78
2019,4,Spring,Electric,Central,St. Louis,38.627,-90.1994,214.95,37.0,57.44,4.66,77.04,0,7952.96
2021,1,Winter,Sedan,West,San Francisco,37.7749,-122.4194,39.46,24.09,61.3,12.05,70.74,1,950.78
2015,5,Spring,Coupe,North,Chicago,41.8781,-87.6298,109.11,29.92,37.89,5.09,73.78,0,3264.25
2022,10,Fall,Sedan,East,Baltimore,39.2904,-76.6122,130.34,25.26,48.58,4.19,81.27,0,3292.55
2022,6,Summer,Hybrid,North,Detroit,42.3314,-83.0458,201.76,29.68,47.75,4.08,75.59,0,5988.9
2017,9,Fall,Coupe,Central,Minneapolis,44.9778,-93.265,113.22,29.37,45.09,5.11,79.05,0,3325.04
2017,4,Spring,Hybrid,West,Seattle,47.6062,-122.3321,117.64,31.21,46.67,5.69,69.41,0,3671.0
2019,5,Spring,Van,North,Boston,42.3601,-71.0589,143.27,36.31,61.79,4.86,74.18,0,5202.74
2017,6,Summer,Sedan,East,Baltimore,39.2904,-76.6122,163.44,23.04,31.89,4.99,77.37,0,3765.07
2021,10,Fall,Truck,East,Charlotte,35.2271,-80.8431,136.09,34.78,40.7,5.08,78.0,0,4732.86
2020,9,Fall,SUV,South,Houston,29.7604,-95.3698,57.69,34.35,36.9,10.86,70.18,1,1981.62
2016,11,Fall,Sedan,West,Phoenix,33.4484,-112.074,142.21,23.44,50.85,5.24,73.62,0,3333.97
2023,8,Summer,Hatchback,North,Detroit,42.3314,-83.0458,183.59,21.99,35.04,3.77,82.15,0,4036.56
2023,2,Winter,Electric,East,Philadelphia,39.9526,-75.1652,166.4,44.98,53.95,3.79,82.67,0,7484.45
2022,9,Fall,Truck,South,Atlanta,33.749,-84.388,135.67,42.14,28.58,4.57,81.73,0,5717.52
2021,2,Winter,Hybrid,North,Boston,42.3601,-71.0589,52.77,29.29,40.88,9.33,76.04,1,1545.5
2017,4,Spring,Electric,West,Phoenix,33.4484,-112.074,163.88,45.76,57.62,3.8,74.21,0,7499.82
2023,6,Summer,Van,South,Dallas,32.7767,-96.797,121.61,38.23,49.9,3.61,78.74,0,4649.36
2021,8,Summer,Coupe,Central,Minneapolis,44.9778,-93.265,142.69,35.54,64.09,4.82,81.84,0,5070.93
2015,8,Summer,SUV,South,Dallas,32.7767,-96.797,161.4,27.87,39.15,5.97,69.72,0,4498.15
2015,6,Summer,SUV,West,Phoenix,33.4484,-112.074,157.57,37.85,45.34,5.88,68.24,0,5964.52
2017,1,Winter,Hatchback,West,Los Angeles,34.0522,-118.2437,114.89,20.72,50.46,4.12,78.52,0,2380.67
2019,11,Fall,Hybrid,South,Dallas,32.7767,-96.797,377.3145619651421,29.07,85.53,3.7,78.78,0,5333.22
2022,4,Spring,Hatchback,West,Seattle,47.6062,-122.3321,131.22,23.47,70.81,4.96,84.62,0,3079.7
2015,10,Fall,Van,North,Detroit,42.3314,-83.0458,104.76,30.53,40.93,5.15,65.48,0,3198.91
2020,12,Winter,Sedan,South,Dallas,32.7767,-96.797,53.03,23.96,64.09,8.8,68.26,1,1270.4
2022,3,Spring,Hatchback,North,Detroit,42.3314,-83.0458,124.69,20.32,35.37,4.55,76.59,0,2534.28
2018,1,Winter,SUV,Central,Kansas City,39.0997,-94.5786,134.34,40.91,69.06,5.98,79.31,0,5496.23
2023,1,Winter,Coupe,South,Dallas,32.7767,-96.797,101.76,27.14,50.7,4.83,86.17,0,2761.41
2022,8,Summer,Coupe,South,Miami,25.7617,-80.1918,131.07,31.41,69.16,5.92,80.46,0,4116.57
2019,7,Summer,SUV,South,Houston,29.7604,-95.3698,211.41,37.01,59.34,4.75,79.51,0,7823.28
2019,4,Spring,SUV,Central,Minneapolis,44.9778,-93.265,172.77,34.84,45.45,5.87,83.07,0,6019.07
2019,12,Winter,Coupe,West,Phoenix,33.4484,-112.074,102.3,25.46,33.54,3.84,75.01,0,2604.35
2015,3,Spring,Coupe,North,New York,40.7128,-74.006,99.57,27.02,57.13,4.58,65.4,0,2689.9
2015,3,Spring,Coupe,South,Atlanta,33.749,-84.388,96.72,19.94,51.39,6.32,70.55,0,1929.02
2017,4,Spring,Sedan,East,Philadelphia,39.9526,-75.1652,148.91,22.81,52.49,5.8,75.81,0,3397.18
2017,11,Fall,Electric,East,Washington,38.9072,-77.0369,163.41,41.33,42.52,4.13,80.06,0,6753.4
2022,3,Spring,Coupe,North,Boston,42.3601,-71.0589,478.3702887451737,26.2,22.62,5.17,80.69,0,3203.73
2021,8,Summer,SUV,North,Boston,42.3601,-71.0589,158.7,39.06,21.22,4.04,78.31,0,6198.41
2017,6,Summer,Truck,East,Baltimore,39.2904,-76.6122,189.95,48.01,47.61,4.3,70.67,0,9120.2
2022,4,Spring,Hatchback,South,Houston,29.7604,-95.3698,119.18,19.5,15.9,5.68,79.9,0,2324.36
2020,2,Winter,SUV,South,Atlanta,33.749,-84.388,39.288045868944835,35.86,67.63,6.03,73.56,0,4127.67
2023,4,Spring,SUV,East,Washington,38.9072,-77.0369,213.45,36.73,73.18,4.19,81.51,0,7840.36
2017,9,Fall,Coupe,East,Charlotte,35.2271,-80.8431,97.97,27.46,23.17,5.45,71.97,0,2690.45
2019,5,Spring,SUV,West,San Francisco,37.7749,-122.4194,174.22,29.09,59.91,4.73,75.46,0,5068.69
2021,6,Summer,Sedan,Central,Kansas City,39.0997,-94.5786,66.25,30.23,39.03,11.28,72.83,1,2002.78
2017,1,Winter,SUV,South,Miami,25.7617,-80.1918,113.67,31.6,58.09,5.41,73.54,0,3591.51
2016,3,Spring,Coupe,North,Boston,42.3601,-71.0589,113.56,35.19,36.56,5.56,72.79,0,3996.76
2019,2,Winter,Coupe,Central,Minneapolis,44.9778,-93.265,105.18,22.24,37.52,5.51,76.87,0,2339.56
2015,11,Fall,SUV,South,Miami,25.7617,-80.1918,149.31,42.41,57.39,5.49,66.17,0,6331.58
2020,4,Spring,SUV,Central,St. Louis,38.627,-90.1994,75.84,37.57,54.4,8.8,62.19,1,2849.21
2015,7,Summer,Hybrid,Central,Minneapolis,44.9778,-93.265,167.57,30.94,28.48,3.91,70.37,0,5184.95
2015,1,Winter,Truck,West,San Francisco,37.7749,-122.4194,87.61,36.74,41.15,4.83,62.17,0,3219.11
2016,3,Spring,SUV,South,Atlanta,33.749,-84.388,149.22,34.18,45.73,6.39,73.4,0,5100.21
2019,10,Fall,Hybrid,East,Washington,38.9072,-77.0369,151.53,29.95,42.42,4.85,72.29,0,4537.56
2018,10,Fall,SUV,North,Boston,42.3601,-71.0589,139.1,35.02,41.71,4.05,72.93,0,4870.91
2016,11,Fall,SUV,North,Boston,42.3601,-71.0589,148.07,38.43,75.72,6.36,77.61,0,5690.52
2019,8,Summer,Sedan,South,Houston,29.7604,-95.3698,125.67,16.38,28.25,6.4,77.76,0,2057.86
2015,2,Winter,SUV,North,Detroit,42.3314,-83.0458,136.89,34.83,45.26,5.17,69.31,0,4768.29
2021,7,Summer,Hatchback,Central,St. Louis,38.627,-90.1994,115.76,18.7,49.88,5.01,74.51,0,2164.15
2018,10,Fall,Sedan,South,Miami,25.7617,-80.1918,32.773160356850774,19.56,65.49,3.01,77.79,0,3139.07
2017,5,Spring,Sedan,Central,Minneapolis,44.9778,-93.265,34.42079950960473,26.2,33.32,5.76,68.02,0,3596.5
2021,12,Winter,SUV,Central,Minneapolis,44.9778,-93.265,169.94,34.74,48.55,4.61,80.04,0,5904.42
2016,12,Winter,Truck,West,Los Angeles,34.0522,-118.2437,125.04,42.1,31.89,5.86,75.65,0,5264.53
2016,11,Fall,Hybrid,East,Washington,38.9072,-77.0369,164.08,19.12,48.4,5.11,77.22,0,3137.88
2018,6,Summer,SUV,North,New York,40.7128,-74.006,200.2,37.28,39.36,3.98,79.26,0,7464.18
2017,9,Fall,Van,Central,Kansas City,39.0997,-94.5786,110.89,40.73,54.43,6.96,76.06,0,4516.41
2018,1,Winter,SUV,East,Baltimore,39.2904,-76.6122,158.52,36.25,41.32,4.38,79.78,0,5746.5
2017,9,Fall,Electric,South,Miami,25.7617,-80.1918,174.76,42.15,78.94,3.57,73.66,0,7366.3
2022,8,Summer,Truck,North,Chicago,41.8781,-87.6298,151.61,46.22,44.62,5.55,83.06,0,7006.91
2021,8,Summer,Hatchback,West,Phoenix,33.4484,-112.074,135.61,19.4,32.22,4.08,74.34,0,2630.36
2019,9,Fall,Sedan,East,Baltimore,39.2904,-76.6122,52.94866140887368,30.66,74.22,5.16,77.15,0,4648.47
2015,1,Winter,SUV,East,Philadelphia,39.9526,-75.1652,125.49,38.42,47.98,4.81,69.83,0,4821.44
2023,2,Winter,SUV,East,Washington,38.9072,-77.0369,135.42,37.64,51.97,4.89,77.13,0,5096.74
2019,10,Fall,Sedan,West,Los Angeles,34.0522,-118.2437,158.78,24.35,62.23,3.84,75.83,0,3866.8
2022,6,Summer,Hybrid,East,Washington,38.9072,-77.0369,191.66,27.98,14.55,4.39,81.72,0,5362.36
2022,7,Summer,Hatchback,North,Boston,42.3601,-71.0589,135.09,22.88,45.0,3.0,79.51,0,3091.48
2021,3,Spring,Electric,West,Phoenix,33.4484,-112.074,91.91,43.76,38.46,7.49,71.53,1,4021.64
2020,3,Spring,Hatchback,West,Phoenix,33.4484,-112.074,47.56,22.82,36.5,12.53,75.65,1,1085.22
2021,10,Fall,Hybrid,East,Philadelphia,39.9526,-75.1652,141.57,16.93,52.39,5.5,76.33,0,2396.72
2015,5,Spring,Sedan,East,Washington,38.9072,-77.0369,126.45,21.3,44.56,5.04,71.55,0,2693.55
2019,2,Winter,Sedan,West,Phoenix,33.4484,-112.074,127.15,22.8,44.72,6.45,75.58,0,2898.43
2021,12,Winter,Van,South,Houston,29.7604,-95.3698,99.72,35.55,69.87,5.64,75.21,0,3545.33
2019,5,Spring,Electric,North,New York,40.7128,-74.006,171.61,35.33,53.3,3.82,82.57,0,6062.52
2023,4,Spring,SUV,Central,Denver,39.7392,-104.9903,214.68,32.9,62.18,5.64,82.8,0,7064.07
2023,5,Spring,Coupe,East,Philadelphia,39.9526,-75.1652,147.01,30.86,51.98,3.83,82.83,0,4536.07
2021,2,Winter,Sedan,West,Los Angeles,34.0522,-118.2437,35.87,18.24,42.16,10.02,61.69,1,654.26
2023,5,Spring,SUV,West,Los Angeles,34.0522,-118.2437,174.51,35.55,34.03,5.01,80.59,0,6203.94
2022,6,Summer,Sedan,North,Boston,42.3601,-71.0589,159.41,25.79,60.8,4.19,74.79,0,4110.5
2016,6,Summer,SUV,West,Los Angeles,34.0522,-118.2437,184.61,32.15,37.5,5.51,74.05,0,5934.69
2017,10,Fall,Sedan,South,Miami,25.7617,-80.1918,126.28,26.19,49.52,5.65,76.36,0,3307.9
2015,3,Spring,Sedan,Central,Denver,39.7392,-104.9903,116.05,21.4,45.18,4.79,64.73,0,2483.31
2023,3,Spring,Coupe,East,Philadelphia,39.9526,-75.1652,138.18,31.0,27.96,6.29,85.25,0,4283.91
2017,5,Spring,Hybrid,East,Charlotte,35.2271,-80.8431,597.6987341200396,25.94,51.68,5.72,76.11,0,4401.88
2022,5,Spring,Sedan,East,Baltimore,39.2904,-76.6122,144.61,21.72,58.84,5.91,76.29,0,3141.3
2019,6,Summer,Coupe,South,Dallas,32.7767,-96.797,111.3,25.43,55.37,5.39,74.2,0,2830.63
2015,11,Fall,Coupe,East,Philadelphia,39.9526,-75.1652,94.78,24.75,26.4,3.83,75.44,0,2345.68
2017,7,Summer,Coupe,South,Dallas,32.7767,-96.797,99.1,36.26,20.27,5.06,72.17,0,3593.17
2017,9,Fall,Truck,South,Miami,25.7617,-80.1918,510.94132714986495,46.76,54.91,5.29,72.43,0,6288.62
2016,11,Fall,Hatchback,North,New York,40.7128,-74.006,114.08,20.62,52.77,4.94,73.3,0,2352.2
2022,8,Summer,Coupe,East,Philadelphia,39.9526,-75.1652,134.71,20.67,49.66,4.15,75.48,0,2783.94
2018,4,Spring,Sedan,Central,Kansas City,39.0997,-94.5786,136.32,25.51,50.17,5.37,73.83,0,3477.38
2016,6,Summer,Sedan,West,Los Angeles,34.0522,-118.2437,166.42,22.6,47.8,4.27,75.39,0,3761.58
2016,6,Summer,Sedan,East,Charlotte,35.2271,-80.8431,140.43,20.92,48.93,4.71,66.94,0,2938.12
2016,2,Winter,Truck,South,Atlanta,33.749,-84.388,147.63,40.83,55.69,3.89,71.71,0,6027.74
2018,11,Fall,Sedan,North,New York,40.7128,-74.006,121.6,21.88,56.08,3.86,71.25,0,2660.58
2018,5,Spring,Electric,West,Seattle,47.6062,-122.3321,137.26,27.6,27.82,5.37,78.54,0,3787.77
2017,8,Summer,SUV,Central,Kansas City,39.0997,-94.5786,151.53,29.17,34.84,4.18,73.87,0,4420.67
2016,5,Spring,Coupe,North,Chicago,41.8781,-87.6298,103.61,36.12,32.21,6.28,68.91,0,3742.09
2015,4,Spring,Truck,South,Houston,29.7604,-95.3698,137.14,33.17,81.76,3.8,72.72,0,4548.38
2016,9,Fall,Truck,Central,St. Louis,38.627,-90.1994,138.77,44.44,55.16,5.05,73.63,0,6167.39
2019,4,Spring,Sedan,West,San Francisco,37.7749,-122.4194,123.06,22.8,45.59,6.12,76.83,0,2805.91
2017,3,Spring,Van,West,Los Angeles,34.0522,-118.2437,127.07,35.9,30.78,4.12,74.57,0,4561.93
2017,12,Winter,Sedan,South,Dallas,32.7767,-96.797,462.8754430315392,28.49,49.57,5.8,73.56,0,3462.07
2018,4,Spring,Coupe,South,Houston,29.7604,-95.3698,96.8,26.12,25.83,5.53,74.54,0,2528.82
2015,10,Fall,SUV,Central,St. Louis,38.627,-90.1994,150.95,33.05,60.03,4.66,67.93,0,4988.22
2019,4,Spring,Truck,West,Seattle,47.6062,-122.3321,142.52,49.07,80.66,4.38,72.47,0,6993.34
2017,7,Summer,Sedan,North,New York,40.7128,-74.006,147.17,24.77,26.5,4.35,72.52,0,3644.73
2020,3,Spring,Hatchback,East,Washington,38.9072,-77.0369,36.84,21.67,45.39,10.55,60.24,1,798.46
2021,7,Summer,SUV,South,Miami,25.7617,-80.1918,199.36,27.86,32.78,4.23,73.35,0,5553.55
2021,5,Spring,Truck,South,Atlanta,33.749,-84.388,68.83,40.55,44.86,9.36,71.61,1,2791.12
2022,9,Fall,Truck,East,Washington,38.9072,-77.0369,160.16,41.9,47.46,3.81,79.71,0,6710.68
2020,3,Spring,SUV,South,Atlanta,33.749,-84.388,69.87,35.97,78.81,9.43,65.18,1,2513.33
2021,10,Fall,Coupe,Central,Kansas City,39.0997,-94.5786,113.55,29.66,46.92,6.14,76.25,0,3367.47
2018,5,Spring,Truck,East,Philadelphia,39.9526,-75.1652,128.84,47.93,45.98,6.45,69.78,0,6175.54
2021,6,Summer,SUV,East,Baltimore,39.2904,-76.6122,87.31,46.38,54.84,5.79,74.5,1,4049.36
2018,3,Spring,SUV,South,Dallas,32.7767,-96.797,179.08,35.8,32.53,5.64,79.75,0,6410.13
2019,7,Summer,Hybrid,East,Baltimore,39.2904,-76.6122,130.01,39.25,49.08,6.74,74.19,0,5103.55
2023,2,Winter,Truck,North,New York,40.7128,-74.006,145.17,42.9,69.51,4.18,81.36,0,6227.56
2016,4,Spring,Hybrid,East,Philadelphia,39.9526,-75.1652,133.01,27.62,75.42,6.36,67.69,0,3674.15
2019,1,Winter,Truck,Central,Minneapolis,44.9778,-93.265,140.35,42.74,33.08,5.03,83.49,0,5998.35
2023,4,Spring,Truck,East,Philadelphia,39.9526,-75.1652,152.24,42.35,74.89,5.15,85.29,0,6446.45
2021,6,Summer,Coupe,West,Phoenix,33.4484,-112.074,56.89,37.2,70.49,10.04,73.88,1,2116.34
2021,6,Summer,Hatchback,South,Houston,29.7604,-95.3698,52.32,21.13,50.51,9.48,67.11,1,1105.78
2018,11,Fall,Truck,North,New York,40.7128,-74.006,127.83,41.4,33.7,4.52,73.48,0,5291.8
2020,9,Fall,Coupe,South,Miami,25.7617,-80.1918,54.35,37.11,55.05,9.11,70.03,1,2016.59
2016,4,Spring,Hybrid,East,Philadelphia,39.9526,-75.1652,122.76,27.45,42.23,4.23,68.9,0,3369.31
2020,4,Spring,Coupe,South,Miami,25.7617,-80.1918,45.22,33.55,65.58,12.68,71.9,1,1517.21
2019,4,Spring,Truck,Central,Denver,39.7392,-104.9903,37.76339593081863,42.21,63.72,6.26,76.43,0,6269.06
2018,6,Summer,SUV,North,Chicago,41.8781,-87.6298,179.93,36.13,29.74,4.32,75.29,0,6500.25
2021,8,Summer,Hybrid,Central,Kansas City,39.0997,-94.5786,136.53,35.08,51.73,8.43,82.13,0,4790.03
2021,9,Fall,Hatchback,South,Dallas,32.7767,-96.797,122.35,22.3,41.93,3.79,84.33,0,2728.69
2016,7,Summer,Sedan,East,Washington,38.9072,-77.0369,125.62,26.0,24.77,4.91,72.92,0,3265.54
2015,7,Summer,SUV,South,Miami,25.7617,-80.1918,151.71,39.02,31.61,5.18,65.27,0,5920.3
2018,4,Spring,Hatchback,Central,St. Louis,38.627,-90.1994,114.34,23.47,46.73,4.58,71.78,0,2683.38
2016,9,Fall,Coupe,South,Atlanta,33.749,-84.388,94.66,32.16,48.76,5.61,73.12,0,3044.01
2018,10,Fall,Truck,Central,Denver,39.7392,-104.9903,40.30430158579217,41.0,61.54,6.73,71.21,0,6608.82
2017,1,Winter,SUV,Central,St. Louis,38.627,-90.1994,149.45,35.16,38.58,5.16,69.85,0,5254.8
2018,11,Fall,Sedan,West,Los Angeles,34.0522,-118.2437,139.23,29.51,58.21,5.92,79.62,0,4108.31
2021,8,Summer,Electric,North,New York,40.7128,-74.006,200.45,42.36,57.76,5.88,73.61,0,8490.33
2017,1,Winter,SUV,North,Chicago,41.8781,-87.6298,134.4,34.03,63.58,4.17,72.29,0,4573.24
2022,11,Fall,Sedan,South,Miami,25.7617,-80.1918,132.1,22.19,25.37,5.47,80.8,0,2931.91
2017,4,Spring,Sedan,West,Phoenix,33.4484,-112.074,176.39,30.03,56.29,3.95,77.77,0,5297.45
2015,3,Spring,Electric,Central,St. Louis,38.627,-90.1994,155.16,34.19,29.66,5.56,71.18,0,5304.35
2020,1,Winter,Coupe,West,Phoenix,33.4484,-112.074,92.22,30.05,38.29,4.4,76.92,0,2771.07
2016,2,Winter,Electric,North,Boston,42.3601,-71.0589,137.26,41.22,55.44,5.13,70.97,0,5657.52
2016,7,Summer,Sedan,Central,St. Louis,38.627,-90.1994,163.05,22.82,48.79,5.51,75.23,0,3720.82
2015,10,Fall,Coupe,South,Dallas,32.7767,-96.797,91.92,27.85,38.02,4.49,66.99,0,2559.97
2022,12,Winter,Sedan,North,New York,40.7128,-74.006,138.57,31.33,59.5,4.11,86.82,0,4340.83
2023,1,Winter,Hybrid,East,Baltimore,39.2904,-76.6122,120.36,29.51,39.94,5.23,81.65,0,3551.23
2021,6,Summer,Coupe,East,Philadelphia,39.9526,-75.1652,57.18,29.52,65.08,10.29,72.86,1,1687.94
2022,12,Winter,Truck,West,Phoenix,33.4484,-112.074,132.08,40.09,50.5,4.43,77.54,0,5295.42
2017,11,Fall,SUV,South,Dallas,32.7767,-96.797,134.82,41.87,49.23,4.02,69.85,0,5644.85
2016,7,Summer,SUV,Central,Denver,39.7392,-104.9903,154.43,37.02,65.08,6.27,65.65,0,5716.35
2016,6,Summer,Sedan,North,New York,40.7128,-74.006,152.58,23.84,69.86,4.78,71.74,0,3636.84
2018,11,Fall,Hatchback,North,New York,40.7128,-74.006,124.13,17.26,45.85,4.38,75.28,0,2143.12
2020,6,Summer,Truck,North,Boston,42.3601,-71.0589,88.93,45.45,58.67,8.34,71.74,1,4042.08
2022,10,Fall,SUV,West,San Francisco,37.7749,-122.4194,148.49,34.7,89.26,5.29,84.1,0,5152.83
2019,6,Summer,Truck,West,Phoenix,33.4484,-112.074,169.61,40.73,33.13,5.14,78.47,0,6907.97
2023,8,Summer,Truck,West,Los Angeles,34.0522,-118.2437,149.29,51.1,50.94,4.49,76.56,0,7629.31
2023,12,Winter,Electric,East,Philadelphia,39.9526,-75.1652,128.58,58.62,61.3,5.45,83.92,0,7537.85
2015,9,Fall,Hatchback,East,Philadelphia,39.9526,-75.1652,102.35,23.21,55.72,3.12,68.53,0,2375.79
2018,9,Fall,Truck,West,San Francisco,37.7749,-122.4194,109.31,39.38,54.16,5.55,74.22,0,4304.76
2023,7,Summer,SUV,South,Atlanta,33.749,-84.388,166.45,33.82,53.98,5.28,81.76,0,5629.95
2018,7,Summer,Hatchback,West,San Francisco,37.7749,-122.4194,139.62,23.86,57.98,5.41,75.19,0,3331.2
2017,8,Summer,Hybrid,East,Washington,38.9072,-77.0369,565.3890031132287,23.28,42.9,4.76,78.0,0,3463.63
2022,8,Summer,Sedan,Central,Denver,39.7392,-104.9903,151.07,26.27,33.19,6.42,80.28,0,3968.49
2018,4,Spring,Sedan,Central,St. Louis,38.627,-90.1994,134.22,20.37,55.32,5.16,72.91,0,2734.22
2019,5,Spring,Electric,East,Washington,38.9072,-77.0369,198.37,43.72,56.6,6.21,81.13,0,8672.45
2019,3,Spring,SUV,North,Boston,42.3601,-71.0589,179.04,35.1,49.89,5.08,72.46,0,6284.72
2022,6,Summer,Hatchback,East,Baltimore,39.2904,-76.6122,144.17,21.52,51.51,4.92,78.93,0,3101.92
2022,10,Fall,Electric,South,Houston,29.7604,-95.3698,156.11,41.46,43.73,3.49,82.78,0,6472.28
2016,9,Fall,Coupe,South,Miami,25.7617,-80.1918,85.35,26.83,39.78,4.63,65.84,0,2290.37
2022,9,Fall,SUV,South,Atlanta,33.749,-84.388,149.82,30.97,46.75,4.9,80.36,0,4640.3
2020,10,Fall,Hybrid,West,San Francisco,37.7749,-122.4194,52.37,26.5,52.58,9.44,66.39,1,1388.05
2017,6,Summer,Coupe,North,New York,40.7128,-74.006,115.38,29.39,36.3,4.7,76.09,0,3390.45
2016,10,Fall,Coupe,West,San Francisco,37.7749,-122.4194,100.51,33.53,62.06,4.92,70.74,0,3370.38
2016,8,Summer,Sedan,Central,Minneapolis,44.9778,-93.265,158.11,25.48,62.48,4.79,73.16,0,4028.15
2015,1,Winter,Coupe,East,Charlotte,35.2271,-80.8431,83.82,31.46,51.04,3.64,68.63,0,2636.98
2023,7,Summer,Coupe,South,Miami,25.7617,-80.1918,159.52,31.63,37.71,3.16,78.33,0,5045.49
2017,9,Fall,SUV,South,Dallas,32.7767,-96.797,160.58,36.75,82.69,4.93,76.77,0,5902.11
2016,7,Summer,Coupe,Central,Minneapolis,44.9778,-93.265,90.28,29.15,54.33,6.14,69.93,0,2631.58
2021,9,Fall,SUV,South,Atlanta,33.749,-84.388,177.12,41.39,40.5,3.39,75.25,0,7330.3
2020,11,Fall,Truck,West,Seattle,47.6062,-122.3321,58.78,31.77,47.64,6.88,70.54,1,1867.33
2021,10,Fall,Hatchback,North,New York,40.7128,-74.006,128.59,21.23,56.92,3.0,83.68,0,2729.81
2020,1,Winter,Electric,Central,Minneapolis,44.9778,-93.265,138.52,38.11,84.11,6.47,82.85,0,5279.51
2020,3,Spring,Sedan,Central,Kansas City,39.0997,-94.5786,57.33,25.99,57.41,9.43,63.08,1,1490.04
2021,6,Summer,Truck,North,Detroit,42.3314,-83.0458,57.35,39.19,33.57,8.2,57.99,1,2247.63
2020,5,Spring,Sedan,North,Chicago,41.8781,-87.6298,50.4,27.66,44.42,9.99,72.47,1,1394.11
2023,12,Winter,Truck,West,Los Angeles,34.0522,-118.2437,107.45,53.45,30.23,5.17,81.68,0,5742.92
2020,10,Fall,Coupe,Central,St. Louis,38.627,-90.1994,35.24,19.81,37.62,11.53,67.02,1,698.18
2017,12,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,96.42,22.39,65.64,5.43,68.99,0,2158.4
2020,2,Winter,SUV,West,Phoenix,33.4484,-112.074,136.74,33.25,56.41,4.41,77.87,0,4546.88
2017,4,Spring,Sedan,West,San Francisco,37.7749,-122.4194,128.94,21.53,51.35,4.5,76.68,0,2776.41
2020,1,Winter,Coupe,South,Atlanta,33.749,-84.388,108.39,29.93,60.48,5.82,80.56,0,3243.89
2017,9,Fall,Truck,West,Phoenix,33.4484,-112.074,98.39,35.61,41.05,4.52,69.27,0,3503.42
2018,2,Winter,SUV,South,Dallas,32.7767,-96.797,130.4,38.68,55.67,5.23,74.31,0,5043.52
2015,10,Fall,SUV,East,Baltimore,39.2904,-76.6122,128.0,38.22,47.64,7.04,72.25,0,4891.8
2021,8,Summer,Sedan,South,Dallas,32.7767,-96.797,147.02,29.92,54.51,5.14,72.94,0,4399.04
2018,1,Winter,Truck,South,Miami,25.7617,-80.1918,145.76,40.18,44.49,4.06,81.22,0,5855.95
2021,11,Fall,SUV,Central,Kansas City,39.0997,-94.5786,177.5,31.26,50.86,4.35,78.08,0,5548.28
2017,8,Summer,SUV,West,Seattle,47.6062,-122.3321,180.79,25.91,71.11,5.66,75.79,0,4684.59
2016,1,Winter,SUV,North,Chicago,41.8781,-87.6298,126.49,40.66,46.82,4.7,75.44,0,5143.32
2016,8,Summer,Sedan,West,San Francisco,37.7749,-122.4194,150.17,29.48,67.33,6.79,70.11,0,4427.63
2015,2,Winter,Van,South,Houston,29.7604,-95.3698,132.78,32.38,62.78,3.77,71.09,0,4300.09
2022,9,Fall,Hybrid,South,Houston,29.7604,-95.3698,128.65,22.23,27.44,5.75,82.76,0,2860.4
2017,1,Winter,SUV,North,New York,40.7128,-74.006,118.83,24.07,68.73,5.09,72.4,0,2860.4
2015,11,Fall,Hybrid,South,Miami,25.7617,-80.1918,137.05,37.37,14.7,4.29,70.41,0,5121.49
2020,11,Fall,Hatchback,Central,Kansas City,39.0997,-94.5786,45.46,15.0,52.21,11.2,67.35,1,681.92
2021,2,Winter,Truck,South,Miami,25.7617,-80.1918,61.29,50.24,56.46,10.14,81.58,1,3079.52
2018,8,Summer,Van,West,Los Angeles,34.0522,-118.2437,139.82,35.27,35.72,5.28,76.4,0,4931.34
2016,10,Fall,Sedan,South,Houston,29.7604,-95.3698,122.24,25.03,45.93,4.18,76.77,0,3060.16
2020,4,Spring,Coupe,East,Philadelphia,39.9526,-75.1652,52.42,35.21,41.27,8.01,71.77,1,1845.52
2021,1,Winter,Sedan,West,Phoenix,33.4484,-112.074,56.77,22.4,55.26,7.75,74.54,1,1271.82
2023,9,Fall,Electric,North,Chicago,41.8781,-87.6298,168.74,45.04,70.59,6.12,87.56,0,7599.83
2023,10,Fall,SUV,North,Chicago,41.8781,-87.6298,106.36,43.53,44.0,5.09,76.15,0,4629.41
2021,4,Spring,Sedan,South,Atlanta,33.749,-84.388,61.45,19.58,51.89,7.75,80.43,1,1203.37
2016,3,Spring,Sedan,West,San Francisco,37.7749,-122.4194,116.94,29.96,23.14,5.18,71.36,0,3503.06
2016,2,Winter,Sedan,West,Los Angeles,34.0522,-118.2437,83.62,23.89,55.92,6.3,68.8,0,1997.81
2016,1,Winter,Hatchback,North,Detroit,42.3314,-83.0458,128.21,15.0,55.24,4.13,69.93,0,1923.1
